Transaction ID,Customer ID,Date,Age,Gender,Product Category,Quantity,Price per Unit,Total Amount
385,CUST385,2023-10-06 00:00:00,50,Male,Electronics,3,500,1500
386,CUST386,2023-12-27 00:00:00,54,Female,Electronics,2,300,600
387,CUST387,2023-06-04 00:00:00,44,Male,Beauty,1,30,30
388,CUST388,2023-11-10 00:00:00,50,Male,Electronics,1,25,25
389,CUST389,2023-12-01 00:00:00,21,Male,Clothing,2,25,50
390,CUST390,2023-09-28 00:00:00,39,Male,Electronics,2,50,100
391,CUST391,2023-01-05 00:00:00,19,Male,Beauty,2,25,50
392,CUST392,2023-12-08 00:00:00,27,Male,Clothing,2,300,600
393,CUST393,2023-10-11 00:00:00,22,Female,Beauty,2,500,1000
394,CUST394,2023-06-03 00:00:00,27,Female,Clothing,1,500,500
395,CUST395,2023-12-06 00:00:00,50,Male,Electronics,2,500,1000
396,CUST396,2023-02-23 00:00:00,55,Female,Beauty,1,30,30
397,CUST397,2023-03-10 00:00:00,30,Female,Beauty,1,25,25
398,CUST398,2023-05-16 00:00:00,48,Female,Clothing,2,300,600
399,CUST399,2023-03-01 00:00:00,64,Female,Beauty,2,30,60
400,CUST400,2023-02-24 00:00:00,53,Male,Clothing,4,50,200
401,CUST401,2023-10-11 00:00:00,62,Female,Clothing,1,300,300
402,CUST402,2023-03-21 00:00:00,41,Female,Clothing,2,300,600
403,CUST403,2023-05-20 00:00:00,32,Male,Clothing,2,300,600
404,CUST404,2023-05-25 00:00:00,46,Male,Electronics,2,500,1000
405,CUST405,2023-11-06 00:00:00,25,Female,Clothing,4,300,1200
406,CUST406,2023-04-18 00:00:00,22,Female,Beauty,4,25,100
407,CUST407,2023-06-25 00:00:00,46,Female,Electronics,3,300,900
408,CUST408,2023-04-15 00:00:00,64,Female,Beauty,1,500,500
409,CUST409,2023-12-18 00:00:00,21,Female,Electronics,3,300,900
410,CUST410,2023-11-21 00:00:00,29,Female,Clothing,2,50,100
411,CUST411,2023-05-16 00:00:00,62,Male,Electronics,4,50,200
412,CUST412,2023-09-16 00:00:00,19,Female,Electronics,4,500,2000
413,CUST413,2023-09-08 00:00:00,44,Female,Beauty,3,25,75
414,CUST414,2023-05-09 00:00:00,48,Male,Beauty,4,25,100
415,CUST415,2023-01-27 00:00:00,53,Male,Clothing,2,30,60
416,CUST416,2023-02-17 00:00:00,53,Male,Electronics,4,500,2000
417,CUST417,2023-11-21 00:00:00,43,Male,Electronics,3,300,900
418,CUST418,2023-08-05 00:00:00,60,Female,Electronics,2,500,1000
419,CUST419,2023-05-22 00:00:00,44,Female,Clothing,3,30,90
420,CUST420,2023-01-23 00:00:00,22,Female,Clothing,4,500,2000
421,CUST421,2023-01-02 00:00:00,37,Female,Clothing,3,500,1500
422,CUST422,2023-06-20 00:00:00,28,Female,Clothing,3,30,90
423,CUST423,2023-03-08 00:00:00,27,Female,Clothing,1,25,25
424,CUST424,2023-11-23 00:00:00,57,Male,Beauty,4,300,1200
425,CUST425,2023-05-15 00:00:00,55,Female,Electronics,4,30,120
426,CUST426,2023-03-24 00:00:00,23,Male,Electronics,3,50,150
427,CUST427,2023-08-15 00:00:00,25,Male,Electronics,1,25,25
428,CUST428,2023-10-10 00:00:00,40,Female,Electronics,4,50,200
429,CUST429,2023-12-28 00:00:00,64,Male,Electronics,2,25,50
430,CUST430,2023-08-07 00:00:00,43,Female,Electronics,3,300,900
431,CUST431,2023-10-15 00:00:00,63,Male,Electronics,4,300,1200
432,CUST432,2023-01-05 00:00:00,60,Female,Electronics,2,500,1000
433,CUST433,2023-02-27 00:00:00,29,Male,Beauty,4,50,200
434,CUST434,2023-02-08 00:00:00,43,Female,Electronics,2,25,50
435,CUST435,2023-12-20 00:00:00,30,Female,Beauty,3,300,900
436,CUST436,2023-03-18 00:00:00,57,Female,Clothing,4,30,120
437,CUST437,2023-10-07 00:00:00,35,Female,Electronics,4,300,1200
438,CUST438,2023-01-19 00:00:00,42,Female,Clothing,1,30,30
439,CUST439,2023-07-09 00:00:00,50,Male,Clothing,3,25,75
440,CUST440,2023-10-26 00:00:00,64,Male,Clothing,2,300,600
441,CUST441,2023-10-10 00:00:00,57,Male,Beauty,4,300,1200
442,CUST442,2023-03-17 00:00:00,60,Female,Clothing,4,25,100
443,CUST443,2023-08-09 00:00:00,29,Male,Clothing,2,300,600
444,CUST444,2023-03-07 00:00:00,61,Female,Clothing,3,30,90
445,CUST445,2023-01-22 00:00:00,53,Female,Electronics,1,300,300
446,CUST446,2023-06-07 00:00:00,21,Male,Electronics,1,50,50
447,CUST447,2023-07-06 00:00:00,22,Male,Beauty,4,500,2000
448,CUST448,2023-01-21 00:00:00,54,Female,Beauty,2,30,60
449,CUST449,2023-07-03 00:00:00,25,Male,Electronics,4,50,200
450,CUST450,2023-04-18 00:00:00,59,Female,Beauty,2,25,50
451,CUST451,2023-12-16 00:00:00,45,Female,Electronics,1,30,30
452,CUST452,2023-05-08 00:00:00,48,Female,Clothing,3,500,1500
453,CUST453,2023-12-08 00:00:00,26,Female,Clothing,2,500,1000
454,CUST454,2023-02-22 00:00:00,46,Female,Beauty,1,25,25
455,CUST455,2023-07-01 00:00:00,31,Male,Electronics,4,25,100
456,CUST456,2023-10-14 00:00:00,57,Male,Electronics,2,30,60
457,CUST457,2023-07-28 00:00:00,58,Female,Beauty,3,300,900
458,CUST458,2023-11-14 00:00:00,39,Female,Electronics,4,25,100
459,CUST459,2023-03-21 00:00:00,28,Male,Clothing,4,300,1200
460,CUST460,2023-05-02 00:00:00,40,Male,Beauty,1,50,50
461,CUST461,2023-03-25 00:00:00,18,Female,Beauty,2,500,1000
462,CUST462,2023-04-01 00:00:00,63,Male,Electronics,4,300,1200
463,CUST463,2023-07-31 00:00:00,54,Female,Beauty,3,500,1500
464,CUST464,2023-01-13 00:00:00,38,Male,Electronics,2,300,600
465,CUST465,2023-04-02 00:00:00,43,Female,Electronics,3,50,150
466,CUST466,2023-06-20 00:00:00,63,Male,Electronics,4,25,100
467,CUST467,2023-07-30 00:00:00,53,Female,Electronics,3,50,150
468,CUST468,2023-12-09 00:00:00,40,Male,Electronics,1,25,25
469,CUST469,2023-05-08 00:00:00,18,Male,Beauty,3,25,75
470,CUST470,2023-05-17 00:00:00,57,Female,Clothing,2,500,1000
471,CUST471,2023-03-23 00:00:00,32,Male,Clothing,3,50,150
472,CUST472,2023-12-26 00:00:00,38,Female,Beauty,3,300,900
473,CUST473,2023-02-25 00:00:00,64,Male,Beauty,1,50,50
474,CUST474,2023-07-15 00:00:00,26,Female,Clothing,3,500,1500
475,CUST475,2023-01-20 00:00:00,26,Male,Clothing,3,25,75
476,CUST476,2023-08-29 00:00:00,27,Female,Clothing,4,500,2000
477,CUST477,2023-04-24 00:00:00,43,Male,Clothing,4,30,120
478,CUST478,2023-04-13 00:00:00,58,Female,Clothing,2,30,60
479,CUST479,2023-08-24 00:00:00,52,Male,Electronics,4,300,1200
480,CUST480,2023-06-29 00:00:00,42,Female,Beauty,4,500,2000
481,CUST481,2023-06-06 00:00:00,43,Female,Electronics,4,300,1200
482,CUST482,2023-04-27 00:00:00,28,Female,Clothing,4,300,1200
483,CUST483,2023-04-25 00:00:00,55,Male,Clothing,1,30,30
484,CUST484,2023-01-13 00:00:00,19,Female,Clothing,4,300,1200
485,CUST485,2023-12-04 00:00:00,24,Male,Electronics,1,30,30
486,CUST486,2023-04-09 00:00:00,35,Female,Electronics,1,25,25
487,CUST487,2023-07-24 00:00:00,44,Male,Clothing,4,500,2000
488,CUST488,2023-06-18 00:00:00,51,Female,Electronics,3,300,900
489,CUST489,2023-05-23 00:00:00,44,Male,Electronics,1,30,30
490,CUST490,2023-02-05 00:00:00,34,Male,Clothing,3,50,150
491,CUST491,2023-05-23 00:00:00,60,Female,Electronics,3,300,900
492,CUST492,2023-06-29 00:00:00,61,Male,Beauty,4,25,100
493,CUST493,2023-11-25 00:00:00,41,Male,Beauty,2,25,50
494,CUST494,2023-09-18 00:00:00,42,Female,Beauty,4,50,200
495,CUST495,2023-07-24 00:00:00,24,Male,Beauty,2,30,60
496,CUST496,2023-12-14 00:00:00,23,Male,Clothing,2,300,600
497,CUST497,2023-10-02 00:00:00,41,Male,Clothing,4,30,120
498,CUST498,2023-06-19 00:00:00,50,Female,Clothing,4,25,100
499,CUST499,2023-01-15 00:00:00,46,Male,Beauty,2,30,60
500,CUST500,2023-03-01 00:00:00,60,Female,Beauty,4,25,100
501,CUST501,2023-05-14 00:00:00,39,Male,Electronics,2,30,60
502,CUST502,2023-04-02 00:00:00,43,Male,Electronics,3,50,150
503,CUST503,2023-10-25 00:00:00,45,Male,Beauty,4,500,2000
504,CUST504,2023-05-16 00:00:00,38,Female,Beauty,3,50,150
505,CUST505,2023-01-20 00:00:00,24,Male,Beauty,1,50,50
506,CUST506,2023-02-25 00:00:00,34,Male,Beauty,3,500,1500
507,CUST507,2023-11-02 00:00:00,37,Female,Electronics,3,500,1500
508,CUST508,2023-08-11 00:00:00,58,Male,Beauty,2,300,600
509,CUST509,2023-06-26 00:00:00,37,Female,Electronics,3,300,900
510,CUST510,2023-06-10 00:00:00,39,Female,Beauty,4,50,200
511,CUST511,2023-08-12 00:00:00,45,Male,Beauty,2,50,100
512,CUST512,2023-11-07 00:00:00,57,Female,Beauty,1,25,25
513,CUST513,2023-09-19 00:00:00,24,Male,Electronics,4,25,100
514,CUST514,2023-03-01 00:00:00,18,Female,Electronics,1,300,300
515,CUST515,2023-07-17 00:00:00,49,Female,Clothing,3,300,900
516,CUST516,2023-10-23 00:00:00,30,Male,Beauty,4,25,100
517,CUST517,2023-04-08 00:00:00,47,Female,Clothing,4,25,100
518,CUST518,2023-05-11 00:00:00,40,Female,Clothing,1,30,30
519,CUST519,2023-01-23 00:00:00,36,Female,Electronics,4,30,120
520,CUST520,2023-12-29 00:00:00,49,Female,Electronics,4,25,100
521,CUST521,2023-08-12 00:00:00,47,Female,Clothing,4,30,120
522,CUST522,2023-01-01 00:00:00,46,Male,Beauty,3,500,1500
523,CUST523,2023-09-24 00:00:00,62,Female,Electronics,1,300,300
524,CUST524,2023-10-03 00:00:00,46,Male,Beauty,4,300,1200
525,CUST525,2023-12-18 00:00:00,47,Female,Beauty,2,25,50
526,CUST526,2023-12-10 00:00:00,33,Male,Clothing,2,50,100
527,CUST527,2023-04-11 00:00:00,57,Male,Clothing,2,25,50
528,CUST528,2023-07-06 00:00:00,36,Female,Clothing,2,30,60
529,CUST529,2023-08-09 00:00:00,35,Female,Clothing,3,50,150
530,CUST530,2023-02-05 00:00:00,18,Female,Electronics,4,30,120
531,CUST531,2023-12-07 00:00:00,31,Male,Electronics,1,500,500
532,CUST532,2023-06-19 00:00:00,64,Female,Clothing,4,30,120
533,CUST533,2023-11-16 00:00:00,19,Male,Electronics,3,500,1500
534,CUST534,2023-06-10 00:00:00,45,Male,Clothing,2,500,1000
535,CUST535,2023-12-06 00:00:00,47,Male,Beauty,3,30,90
536,CUST536,2023-03-05 00:00:00,55,Female,Beauty,4,30,120
537,CUST537,2023-06-03 00:00:00,21,Female,Beauty,1,500,500
538,CUST538,2023-09-17 00:00:00,18,Male,Clothing,3,50,150
539,CUST539,2023-06-08 00:00:00,25,Male,Beauty,1,500,500
540,CUST540,2023-12-08 00:00:00,46,Female,Electronics,3,300,900
541,CUST541,2023-07-29 00:00:00,56,Male,Beauty,1,500,500
542,CUST542,2023-06-17 00:00:00,20,Female,Beauty,1,50,50
543,CUST543,2023-07-26 00:00:00,49,Male,Beauty,2,300,600
544,CUST544,2023-12-23 00:00:00,27,Female,Electronics,1,25,25
545,CUST545,2023-06-01 00:00:00,27,Male,Clothing,2,25,50
546,CUST546,2023-10-11 00:00:00,36,Female,Electronics,4,50,200
547,CUST547,2023-03-07 00:00:00,63,Male,Clothing,4,500,2000
548,CUST548,2023-04-09 00:00:00,51,Female,Clothing,2,30,60
549,CUST549,2023-08-04 00:00:00,50,Female,Beauty,2,50,100
550,CUST550,2023-12-07 00:00:00,40,Male,Clothing,3,300,900
551,CUST551,2023-07-14 00:00:00,45,Male,Electronics,3,300,900
552,CUST552,2023-12-13 00:00:00,49,Female,Electronics,3,25,75
553,CUST553,2023-03-31 00:00:00,24,Male,Clothing,4,300,1200
554,CUST554,2023-11-12 00:00:00,46,Female,Beauty,3,50,150
555,CUST555,2023-10-19 00:00:00,25,Male,Beauty,1,300,300
556,CUST556,2023-06-04 00:00:00,18,Female,Electronics,1,50,50
557,CUST557,2023-07-27 00:00:00,20,Female,Beauty,3,30,90
558,CUST558,2023-10-08 00:00:00,41,Female,Clothing,1,25,25
559,CUST559,2023-01-01 00:00:00,40,Female,Clothing,4,300,1200
560,CUST560,2023-06-05 00:00:00,25,Female,Electronics,1,50,50
561,CUST561,2023-05-27 00:00:00,64,Female,Clothing,4,500,2000
562,CUST562,2023-04-18 00:00:00,54,Male,Electronics,2,25,50
563,CUST563,2023-08-09 00:00:00,20,Male,Clothing,2,30,60
564,CUST564,2023-10-24 00:00:00,50,Male,Electronics,2,50,100
565,CUST565,2023-11-07 00:00:00,45,Female,Beauty,2,30,60
566,CUST566,2023-12-02 00:00:00,64,Female,Clothing,1,30,30
567,CUST567,2023-06-14 00:00:00,25,Female,Clothing,3,300,900
568,CUST568,2023-08-27 00:00:00,51,Female,Electronics,1,300,300
569,CUST569,2023-08-15 00:00:00,52,Male,Electronics,4,50,200
570,CUST570,2023-08-15 00:00:00,49,Male,Clothing,1,500,500
571,CUST571,2023-12-12 00:00:00,41,Female,Electronics,1,50,50
572,CUST572,2023-04-20 00:00:00,31,Male,Clothing,4,500,2000
573,CUST573,2023-09-19 00:00:00,49,Male,Beauty,2,30,60
574,CUST574,2023-08-31 00:00:00,63,Female,Electronics,2,25,50
575,CUST575,2023-03-28 00:00:00,60,Male,Clothing,2,50,100
576,CUST576,2023-12-04 00:00:00,33,Female,Beauty,3,50,150
577,CUST577,2023-02-13 00:00:00,21,Male,Beauty,4,500,2000
578,CUST578,2023-05-26 00:00:00,54,Female,Clothing,4,30,120
579,CUST579,2023-09-21 00:00:00,38,Female,Electronics,1,30,30
580,CUST580,2023-12-06 00:00:00,31,Female,Clothing,3,500,1500
581,CUST581,2023-11-21 00:00:00,48,Female,Beauty,2,30,60
582,CUST582,2023-11-14 00:00:00,35,Male,Clothing,3,300,900
583,CUST583,2023-06-21 00:00:00,24,Female,Electronics,4,25,100
584,CUST584,2023-02-17 00:00:00,27,Female,Beauty,4,50,200
585,CUST585,2023-05-01 00:00:00,24,Female,Clothing,1,25,25
586,CUST586,2023-12-11 00:00:00,50,Male,Electronics,1,50,50
587,CUST587,2023-06-08 00:00:00,40,Female,Beauty,4,300,1200
588,CUST588,2023-04-26 00:00:00,38,Male,Electronics,2,30,60
589,CUST589,2023-04-12 00:00:00,36,Female,Beauty,2,500,1000
590,CUST590,2023-03-17 00:00:00,36,Male,Clothing,3,300,900
591,CUST591,2023-01-13 00:00:00,53,Male,Electronics,4,25,100
592,CUST592,2023-01-24 00:00:00,46,Female,Beauty,4,500,2000
593,CUST593,2023-05-06 00:00:00,35,Male,Electronics,2,30,60
594,CUST594,2023-09-01 00:00:00,19,Female,Electronics,2,300,600
595,CUST595,2023-11-09 00:00:00,18,Female,Clothing,4,500,2000
596,CUST596,2023-02-07 00:00:00,64,Female,Electronics,1,300,300
597,CUST597,2023-08-22 00:00:00,22,Male,Beauty,4,300,1200
598,CUST598,2023-08-01 00:00:00,37,Male,Beauty,4,30,120
599,CUST599,2023-11-19 00:00:00,28,Female,Beauty,2,50,100
600,CUST600,2023-10-22 00:00:00,59,Female,Beauty,2,500,1000
601,CUST601,2023-04-10 00:00:00,19,Male,Clothing,1,30,30
602,CUST602,2023-12-23 00:00:00,20,Female,Electronics,1,300,300
603,CUST603,2023-07-16 00:00:00,40,Female,Clothing,3,30,90
604,CUST604,2023-09-11 00:00:00,29,Female,Electronics,4,50,200
605,CUST605,2023-07-24 00:00:00,37,Male,Electronics,2,500,1000
606,CUST606,2023-05-05 00:00:00,22,Male,Electronics,1,50,50
607,CUST607,2023-03-17 00:00:00,54,Male,Clothing,3,25,75
608,CUST608,2023-12-02 00:00:00,55,Female,Electronics,3,500,1500
609,CUST609,2023-12-19 00:00:00,47,Female,Clothing,2,50,100
610,CUST610,2023-01-03 00:00:00,26,Female,Beauty,2,300,600
611,CUST611,2023-02-24 00:00:00,51,Male,Beauty,3,500,1500
612,CUST612,2023-08-06 00:00:00,61,Female,Electronics,1,500,500
613,CUST613,2023-04-23 00:00:00,52,Female,Clothing,3,30,90
614,CUST614,2023-04-01 00:00:00,39,Female,Beauty,4,300,1200
615,CUST615,2023-12-23 00:00:00,61,Female,Clothing,4,25,100
616,CUST616,2023-09-23 00:00:00,41,Male,Clothing,2,50,100
617,CUST617,2023-08-26 00:00:00,34,Male,Electronics,1,30,30
618,CUST618,2023-01-26 00:00:00,27,Female,Beauty,1,50,50
619,CUST619,2023-10-13 00:00:00,47,Male,Electronics,4,25,100
620,CUST620,2023-05-08 00:00:00,63,Male,Electronics,3,25,75
621,CUST621,2023-03-04 00:00:00,40,Female,Beauty,2,500,1000
622,CUST622,2023-08-22 00:00:00,49,Female,Beauty,3,25,75
623,CUST623,2023-03-10 00:00:00,34,Male,Clothing,3,50,150
624,CUST624,2023-08-26 00:00:00,34,Female,Beauty,3,300,900
625,CUST625,2023-12-08 00:00:00,31,Male,Clothing,1,300,300
626,CUST626,2023-09-29 00:00:00,26,Female,Clothing,4,500,2000
627,CUST627,2023-10-14 00:00:00,57,Male,Clothing,1,50,50
628,CUST628,2023-11-01 00:00:00,19,Female,Beauty,4,50,200
629,CUST629,2023-06-12 00:00:00,62,Male,Electronics,2,25,50
630,CUST630,2023-08-15 00:00:00,42,Male,Clothing,2,50,100
631,CUST631,2023-11-10 00:00:00,56,Male,Electronics,3,30,90
632,CUST632,2023-09-16 00:00:00,26,Female,Electronics,4,25,100
633,CUST633,2023-08-07 00:00:00,39,Male,Beauty,4,30,120
634,CUST634,2023-10-08 00:00:00,60,Male,Electronics,4,500,2000
635,CUST635,2023-08-17 00:00:00,63,Female,Electronics,3,300,900
636,CUST636,2023-03-23 00:00:00,21,Female,Beauty,3,500,1500
637,CUST637,2023-09-01 00:00:00,43,Male,Clothing,2,300,600
638,CUST638,2023-08-19 00:00:00,46,Male,Electronics,1,500,500
639,CUST639,2023-05-13 00:00:00,62,Female,Beauty,4,50,200
640,CUST640,2023-05-07 00:00:00,51,Female,Electronics,4,30,120
641,CUST641,2023-11-23 00:00:00,40,Female,Electronics,1,300,300
642,CUST642,2023-05-22 00:00:00,54,Female,Clothing,4,25,100
643,CUST643,2023-09-24 00:00:00,28,Female,Electronics,3,30,90
644,CUST644,2023-09-06 00:00:00,23,Male,Beauty,3,25,75
645,CUST645,2023-11-17 00:00:00,35,Female,Electronics,4,30,120
646,CUST646,2023-05-03 00:00:00,38,Male,Clothing,3,30,90
647,CUST647,2023-05-21 00:00:00,59,Male,Clothing,3,500,1500
648,CUST648,2023-08-14 00:00:00,53,Male,Beauty,4,300,1200
649,CUST649,2023-02-09 00:00:00,58,Female,Clothing,2,300,600
650,CUST650,2024-01-01 00:00:00,55,Male,Electronics,1,30,30
651,CUST651,2023-05-27 00:00:00,51,Male,Clothing,3,50,150
652,CUST652,2023-05-01 00:00:00,34,Female,Beauty,2,50,100
653,CUST653,2023-05-20 00:00:00,54,Male,Clothing,3,25,75
654,CUST654,2023-06-21 00:00:00,42,Male,Clothing,3,25,75
655,CUST655,2023-06-13 00:00:00,55,Female,Clothing,1,500,500
656,CUST656,2023-10-04 00:00:00,29,Male,Beauty,3,30,90
657,CUST657,2023-02-11 00:00:00,40,Male,Clothing,1,25,25
658,CUST658,2023-03-12 00:00:00,59,Male,Clothing,1,25,25
659,CUST659,2023-03-19 00:00:00,39,Female,Electronics,1,30,30
660,CUST660,2023-04-29 00:00:00,38,Female,Beauty,2,500,1000
661,CUST661,2023-07-16 00:00:00,44,Female,Clothing,4,25,100
662,CUST662,2023-12-22 00:00:00,48,Male,Beauty,2,500,1000
663,CUST663,2023-03-20 00:00:00,23,Male,Clothing,4,300,1200
664,CUST664,2023-12-28 00:00:00,44,Female,Clothing,4,500,2000
665,CUST665,2023-04-20 00:00:00,57,Male,Clothing,1,50,50
666,CUST666,2023-02-02 00:00:00,51,Male,Electronics,3,50,150
667,CUST667,2023-08-01 00:00:00,29,Female,Electronics,1,500,500
668,CUST668,2023-07-28 00:00:00,62,Female,Electronics,3,50,150
669,CUST669,2023-06-19 00:00:00,24,Male,Beauty,4,300,1200
670,CUST670,2023-10-05 00:00:00,27,Male,Beauty,1,30,30
671,CUST671,2023-08-27 00:00:00,62,Male,Electronics,3,50,150
672,CUST672,2023-08-01 00:00:00,34,Female,Beauty,2,50,100
673,CUST673,2023-02-01 00:00:00,43,Female,Clothing,3,500,1500
674,CUST674,2023-04-16 00:00:00,38,Female,Clothing,1,300,300
675,CUST675,2023-08-04 00:00:00,45,Female,Clothing,2,30,60
676,CUST676,2023-07-19 00:00:00,63,Male,Electronics,3,500,1500
677,CUST677,2023-10-27 00:00:00,19,Female,Beauty,3,500,1500
678,CUST678,2023-12-23 00:00:00,60,Female,Electronics,3,300,900
679,CUST679,2023-01-11 00:00:00,18,Female,Beauty,3,30,90
680,CUST680,2023-10-22 00:00:00,53,Female,Clothing,3,300,900
681,CUST681,2023-07-14 00:00:00,43,Female,Electronics,2,30,60
682,CUST682,2023-09-02 00:00:00,46,Male,Beauty,4,300,1200
683,CUST683,2023-01-04 00:00:00,38,Male,Beauty,2,500,1000
684,CUST684,2023-06-30 00:00:00,28,Female,Clothing,2,500,1000
685,CUST685,2023-06-02 00:00:00,57,Male,Electronics,2,25,50
686,CUST686,2023-07-19 00:00:00,28,Female,Electronics,4,50,200
687,CUST687,2023-08-03 00:00:00,53,Female,Electronics,1,300,300
688,CUST688,2023-10-03 00:00:00,56,Male,Clothing,4,25,100
689,CUST689,2023-10-07 00:00:00,57,Male,Electronics,2,50,100
690,CUST690,2023-11-05 00:00:00,52,Female,Clothing,3,300,900
691,CUST691,2023-04-23 00:00:00,51,Female,Clothing,3,30,90
692,CUST692,2023-09-07 00:00:00,64,Female,Clothing,2,50,100
693,CUST693,2023-04-23 00:00:00,41,Male,Beauty,3,500,1500
694,CUST694,2023-05-20 00:00:00,39,Female,Electronics,2,25,50
695,CUST695,2023-08-12 00:00:00,22,Female,Electronics,3,50,150
696,CUST696,2023-09-06 00:00:00,50,Female,Clothing,4,50,200
697,CUST697,2023-01-15 00:00:00,53,Male,Clothing,1,500,500
698,CUST698,2023-07-19 00:00:00,64,Female,Electronics,1,300,300
699,CUST699,2023-06-22 00:00:00,37,Female,Clothing,4,30,120
700,CUST700,2023-12-09 00:00:00,36,Male,Electronics,4,500,2000
701,CUST701,2023-12-14 00:00:00,52,Female,Beauty,2,30,60
702,CUST702,2023-07-27 00:00:00,60,Female,Clothing,2,300,600
703,CUST703,2023-03-26 00:00:00,34,Male,Electronics,2,50,100
704,CUST704,2023-08-28 00:00:00,62,Female,Clothing,3,30,90
705,CUST705,2023-03-07 00:00:00,60,Male,Electronics,2,25,50
706,CUST706,2023-11-15 00:00:00,51,Male,Electronics,4,25,100
707,CUST707,2023-10-01 00:00:00,26,Female,Clothing,1,500,500
708,CUST708,2023-01-14 00:00:00,43,Female,Beauty,3,300,900
709,CUST709,2023-07-21 00:00:00,19,Female,Electronics,2,500,1000
710,CUST710,2023-10-31 00:00:00,26,Female,Electronics,3,500,1500
711,CUST711,2023-10-16 00:00:00,26,Male,Electronics,3,500,1500
712,CUST712,2023-12-06 00:00:00,57,Female,Beauty,2,25,50
713,CUST713,2023-01-14 00:00:00,34,Male,Beauty,3,25,75
714,CUST714,2023-02-12 00:00:00,18,Female,Clothing,1,500,500
715,CUST715,2023-11-26 00:00:00,42,Female,Beauty,4,25,100
716,CUST716,2023-08-08 00:00:00,60,Female,Clothing,4,300,1200
717,CUST717,2023-03-11 00:00:00,57,Male,Clothing,1,500,500
718,CUST718,2023-08-25 00:00:00,59,Female,Beauty,3,25,75
719,CUST719,2023-04-04 00:00:00,42,Female,Clothing,2,30,60
720,CUST720,2023-01-26 00:00:00,56,Female,Beauty,3,500,1500
721,CUST721,2023-05-14 00:00:00,52,Female,Clothing,1,500,500
722,CUST722,2023-07-14 00:00:00,20,Male,Beauty,3,300,900
723,CUST723,2023-06-17 00:00:00,54,Female,Beauty,4,50,200
724,CUST724,2023-04-19 00:00:00,61,Male,Clothing,3,50,150
725,CUST725,2023-08-21 00:00:00,61,Male,Electronics,1,300,300
726,CUST726,2023-06-17 00:00:00,47,Male,Clothing,4,300,1200
727,CUST727,2023-06-22 00:00:00,55,Male,Beauty,3,300,900
728,CUST728,2023-07-14 00:00:00,51,Male,Electronics,3,50,150
729,CUST729,2023-05-23 00:00:00,29,Male,Clothing,4,300,1200
730,CUST730,2023-08-04 00:00:00,36,Female,Clothing,2,25,50
731,CUST731,2023-05-10 00:00:00,54,Male,Clothing,4,500,2000
732,CUST732,2023-02-11 00:00:00,61,Male,Electronics,2,500,1000
733,CUST733,2023-08-29 00:00:00,34,Male,Beauty,1,30,30
734,CUST734,2023-01-10 00:00:00,27,Female,Clothing,1,30,30
735,CUST735,2023-10-04 00:00:00,64,Female,Clothing,4,500,2000
736,CUST736,2023-01-27 00:00:00,29,Male,Clothing,4,25,100
737,CUST737,2023-06-29 00:00:00,33,Female,Clothing,1,50,50
738,CUST738,2023-04-25 00:00:00,41,Male,Clothing,2,50,100
739,CUST739,2023-11-29 00:00:00,36,Male,Beauty,1,25,25
740,CUST740,2023-02-05 00:00:00,25,Female,Beauty,4,50,200
741,CUST741,2023-11-30 00:00:00,48,Male,Clothing,1,300,300
742,CUST742,2023-01-21 00:00:00,38,Female,Electronics,4,500,2000
743,CUST743,2023-01-16 00:00:00,34,Female,Beauty,4,500,2000
744,CUST744,2023-05-07 00:00:00,40,Male,Electronics,1,25,25
745,CUST745,2023-04-13 00:00:00,54,Male,Beauty,2,50,100
746,CUST746,2023-01-11 00:00:00,33,Female,Clothing,3,30,90
747,CUST747,2023-11-15 00:00:00,23,Male,Beauty,1,30,30
748,CUST748,2023-03-20 00:00:00,25,Male,Clothing,3,50,150
749,CUST749,2023-05-03 00:00:00,42,Male,Beauty,1,30,30
750,CUST750,2023-03-06 00:00:00,35,Female,Clothing,3,25,75
751,CUST751,2023-08-31 00:00:00,42,Female,Clothing,2,25,50
752,CUST752,2023-12-09 00:00:00,29,Male,Clothing,2,50,100
753,CUST753,2023-02-28 00:00:00,32,Female,Clothing,1,30,30
754,CUST754,2023-10-16 00:00:00,43,Female,Electronics,4,25,100
755,CUST755,2023-04-22 00:00:00,58,Female,Clothing,3,25,75
756,CUST756,2023-08-27 00:00:00,62,Female,Electronics,4,300,1200
757,CUST757,2023-12-25 00:00:00,43,Female,Electronics,4,300,1200
758,CUST758,2023-05-12 00:00:00,64,Male,Clothing,4,25,100
759,CUST759,2023-07-08 00:00:00,49,Male,Electronics,2,50,100
760,CUST760,2023-03-27 00:00:00,27,Male,Beauty,1,500,500
761,CUST761,2023-11-07 00:00:00,33,Female,Clothing,1,500,500
762,CUST762,2023-11-07 00:00:00,24,Female,Electronics,2,25,50
763,CUST763,2023-02-28 00:00:00,34,Male,Clothing,2,25,50
764,CUST764,2023-03-25 00:00:00,40,Female,Clothing,1,25,25
765,CUST765,2023-06-09 00:00:00,43,Male,Clothing,4,50,200
766,CUST766,2023-02-25 00:00:00,38,Male,Electronics,3,300,900
767,CUST767,2023-10-24 00:00:00,39,Male,Beauty,3,25,75
768,CUST768,2023-01-14 00:00:00,24,Female,Beauty,3,25,75
769,CUST769,2023-06-09 00:00:00,31,Female,Electronics,4,30,120
